1,1306,WTM_Alarm_signal,WTM Alarm signal,IN
1,1307,WTM_ARM_Home Signal,WTM ARM Home Signal,IN
1,1308,WTM_Stop_Signal,WTM Stop Signal,IN
1,1309,WTM_Origin_Signal,WTM Origin Signal,IN
1,1310,WTM_Running_Signal,WTM Running Signal,IN
1,1311,Boat_Interlock_To_WTM,Boat Interlock To WTM,IN
1,1312,B1_Exhaust_氣缸(排氣位),B部① Exhaust 氣缸(排氣位),IN
1,1313,B1_Exhaust_氣缸(封閉位),B部① Exhaust 氣缸(封閉位),IN
1,1314,B2_Exhaust_氣缸(排氣位),B部② Exhaust 氣缸(排氣位),IN
1,1315,B2_Exhaust_氣缸(封閉位),B部② Exhaust 氣缸(封閉位),IN
1,1401,B1_N2_Box_Purge_On,B部① N2 BOX Purge ON,OUT
1,1402,B1_Door_Vacuum_Off,B部① 蓋吸著 OFF,OUT
1,1403,B1_Door_Vacuum_On,B部① 蓋吸著 ON,OUT
1,1404,B1_Door_Open_Interlock,B部① Door Open Interlock To WTM,OUT
1,1409,B2_N2_Box_Purge_On,B部②  N2 BOX Purge ON,OUT
1,1410,B2_Door_Vacuum_Off,B部② 蓋吸著 OFF,OUT
1,1411,B2_Door_Vacuum_On,B部② 蓋吸著 ON,OUT
1,1412,B2_Door_Open_Interlock,B部② Door Open Interlock To WTM,OUT
