1,300,B1_Wafer Protrusion Detect,B部① Wafer 突出檢知,IN
1,301,B1_Present_Sensor1,B部① FOUP在席確認Sensor 1,IN
1,302,B1_Present_Sensor2,B部① FOUP在席確認Sensor 2,IN
1,303,B1_Present_Sensor3,B部① FOUP在席確認Sensor 3,IN
1,304,B1_Slider_Forward_Sensor,B部① FOUP前後 Slider前進端,IN
1,305,B1_Slider_Backward_Sensor,B部① FOUP前後 Slider後退端,IN
1,306,B1_Clamp_Sensor,B部① FOUP Clamp,IN
1,307,B1_Unclamp_Sensor,B部① FOUP Unclamp,IN
1,308,B2_Wafer Protrusion Detect,B部② Wafer突出檢知,IN
1,309,B2_Present_Sensor1,B部② FOUP在席確認Sensor 1,IN
1,310,B2_Present_Sensor2,B部② FOUP在席確認Sensor 2,IN
1,311,B2_Present_Sensor3,B部② FOUP在席確認Sensor 3,IN
1,312,B2_Slider_Forward_Sensor,B部② FOUP前後 Slider前進端,IN
1,313,B2_Slider_Backward_Sensor,B部② FOUP前後 Slider後退端,IN
1,314,B2_Clamp_Sensor,B部② FOUP Clamp,IN
1,315,B2_Unclamp_Sensor,B部② FOUP Unclamp,IN
1,400,B1_Door_Latch_Sensor,B部① 蓋取出機構Lock(垂直),IN
1,401,B1_Door_Unlatch_Sensor,B部① 蓋取出機構unlock(水平),IN
1,402,B1_Door_Open_Forward_Sensor,B部① 蓋Open機構前進端,IN
1,403,B1_Door_Open_Backward_Sensor,B部① 蓋Open機構後退端,IN
1,404,B1_Door_Open_Left_Sensor,B部① 蓋Open機構左側端,IN
1,405,B1_Door_Open_Right_Sensor,B部① 蓋Open機構右側端,IN
1,406,B1_Door_Open_Sealing_Position,B部① 蓋Open機構密封位置,IN
1,407,B1_Door_Open_Loosen Position,B部① 蓋Open機構鬆開位置,IN
1,408,B2_Door_Latch_Sensor,B部② 蓋取出機構Lock(垂直),IN
1,409,B2_Door_Unlatch_Sensor,B部② 蓋取出機構unlock(水平),IN
1,410,B2_Door_Open_Forward,B部② 蓋Open機構前進端,IN
1,411,B2_Door_Open_Backward,B部② 蓋Open機構後退端,IN
1,412,B2_Door_Open_Left,B部② 蓋Open機構左側端,IN
1,413,B2_Door_Open_Right,B部② 蓋Open機構右側端,IN
1,414,B2_Door_Open_Sealing_Position,B部② 蓋Open機構密封位置,IN
1,415,B2_Door_Open_Loosen Position,B部② 蓋Open機構鬆開位置,IN
1,702,B1_Door_Vacuum_Sensor,B部① 真空壓力Sensor(蓋板吸著確認),IN
1,703,B2_Door_Vacuum_Sensor,B部② 真空壓力Sensor(蓋板吸著確認),IN
1,1100,B1_Slider_Forward,B部① FOUP前後Slider 前進,OUT
1,1101,B1_Slider_Backward,B部① FOUP前後Slider 後退,OUT
1,1102,B1_Door_Latch,B部① 蓋取出機構 Lock(垂直),OUT
1,1103,B1_Door_Unlatch,B部① 蓋取出機構 unlock(水平),OUT
1,1104,B1_Door_Open_Backward,B部① 蓋OPEN機構 後退,OUT
1,1105,B1_Door_Open_Forward,B部① 蓋OPEN機構 前進,OUT
1,1106,B1_Door_Open_Left,B部① 蓋OPEN機構 左側,OUT
1,1107,B1_Door_Open_Right,B部① 蓋OPEN機構 右側,OUT
1,1108,B1_Clamp,B部① FOUP Clamp,OUT
1,1109,B1_Unclamp,B部① FOUP unclamp,OUT
1,1110,B1_Door_Open_Sealing,B部① 蓋Open機構密封,OUT
1,1111,B1_Door_Open_Loosen,B部① 蓋Open機構鬆開,OUT
1,1112,B1_Purge,B部① Purge 排氣,OUT
1,1200,B2_Slider_Forward,B部② FOUP前後Slider 前進,OUT
1,1201,B2_Slider_Backward,B部② FOUP前後Slider 後退,OUT
1,1202,B2_Door_Latch,B部② 蓋取出機構 Lock(垂直),OUT
1,1203,B2_Door_Unlatch,B部② 蓋取出機構 unlock(水平),OUT
1,1204,B2_Door_Open_Backward,B部② 蓋OPEN機構 後退,OUT
1,1205,B2_Door_Open_Forward,B部② 蓋OPEN機構 前進,OUT
1,1206,B2_Door_Open_Left,B部② 蓋OPEN機構 左側,OUT
1,1207,B2_Door_Open_Right,B部② 蓋OPEN機構 右側,OUT
1,1208,B2_Clamp,B部② FOUP Clamp,OUT
1,1209,B2_Unclamp,B部② FOUP unclamp,OUT
1,1210,B2_Door_Open_Sealing,B部② 蓋Open 機構密封,OUT
1,1211,B2_Door_Open_Loosen,B部② 蓋Open 機構鬆開,OUT
1,1212,B2_Purge,B部② Purge 排氣,OUT
1,1300,Wafer Detect#1,Wafer Detect#1,IN
1,1301,Wafer Detect#2,Wafer Detect#2,IN
1,1302,Wafer Detect#3,Wafer Detect#3,IN
1,1303,Wafer Detect#4,Wafer Detect#4,IN
1,1304,Wafer Detect#5,Wafer Detect#5,IN
1,1305,Wafer Detect#6,Wafer Detect#6,IN
